X1,Price,Lot.Size,Waterfront,Age,Land.Value,New.Construct,Central.Air,Fuel.Type,Heat.Type,Sewer.Type,Living.Area,Pct.College,Bedrooms,Fireplaces,Bathrooms,Rooms,Fireplace,Beds
498,202000,1.0,No,12,500,No,No,Oil,Hot Air,None,1944,36,3,1,2.5,7,Yes,3
499,292000,0.57,No,6,15000,No,No,Gas,Hot Air,Public,2815,57,4,1,2.5,10,Yes,4 or more
500,116600,1.0,No,11,34900,No,No,Electric,Electric,Private,1040,57,3,1,2.0,7,Yes,3
501,155000,0.48,No,25,14400,No,No,Oil,Hot Air,Private,1638,57,4,None,2.0,5,No,4 or more
502,215000,0.14,No,13,21100,No,No,Gas,Hot Air,Private,2206,57,4,1,2.5,9,Yes,4 or more
503,373490,0.19,No,0,74800,Yes,No,Gas,Hot Air,Public,3170,57,4,1,3.5,12,Yes,4 or more
504,259142,0.5,No,0,74800,Yes,Yes,Gas,Hot Air,Public,2328,57,4,1,2.5,10,Yes,4 or more
505,293565,0.35,No,0,74800,Yes,No,Gas,Hot Air,Public,2737,57,4,1,3.0,8,Yes,4 or more
506,285558,0.21,No,0,32000,Yes,No,Gas,Hot Air,Public,2879,54,4,None,3.0,8,No,4 or more
507,273960,3.47,No,1,20300,Yes,Yes,Gas,Hot Air,Private,2158,54,3,1,2.0,10,Yes,3
508,185000,0.55,No,11,19300,No,Yes,Gas,Hot Air,Public,1336,57,3,1,2.0,7,Yes,3
509,190000,0.53,No,4,4200,No,No,Gas,Hot Air,Public,1594,54,3,None,2.5,6,No,3
510,171000,0.54,No,11,18900,No,Yes,Gas,Hot Air,Public,1603,57,3,None,1.5,4,No,3
511,208000,0.54,No,11,18900,No,Yes,Gas,Hot Air,Public,2190,57,4,None,2.5,11,No,4 or more
512,168000,0.32,No,10,10700,No,Yes,Gas,Hot Air,Public,1478,54,3,1,2.5,5,Yes,3
513,165000,0.25,No,10,8400,No,Yes,Gas,Hot Air,Public,1348,54,2,None,2.0,7,No,2 or fewer
514,138500,0.32,No,36,8000,No,Yes,Gas,Hot Air,Private,1558,54,3,1,1.0,6,Yes,3
515,179900,0.5,No,13,18300,No,No,Gas,Hot Air,Public,1574,54,3,1,1.5,7,Yes,3
516,180000,0.04,No,13,16500,No,Yes,Gas,Hot Air,Public,1612,54,4,None,2.0,7,No,4 or more
517,112000,0.21,No,129,7300,No,No,Gas,Hot Water,Public,1216,54,3,None,1.0,7,No,3
518,152000,0.17,No,124,6000,No,Yes,Gas,Hot Air,Public,2256,54,4,None,1.5,8,No,4 or more
519,100000,0.51,No,28,15000,No,No,Oil,Hot Air,Private,1170,54,3,1,1.5,4,Yes,3
520,154000,0.17,No,29,4600,No,No,Oil,Hot Air,Public,1456,57,3,None,2.0,6,No,3
521,133000,0.11,No,29,3900,No,No,Electric,Electric,Public,1320,57,3,None,3.0,5,No,3
522,285000,0.14,No,14,20700,No,Yes,Gas,Hot Air,Private,2076,57,4,1,2.5,10,Yes,4 or more
523,138000,1.0,No,22,16800,No,No,Electric,Electric,Private,1326,57,3,None,2.0,5,No,3
524,303000,0.18,No,20,20900,No,No,Electric,Electric,Private,2240,57,4,1,2.5,10,Yes,4 or more
525,250000,1.29,No,19,21600,No,Yes,Gas,Hot Air,Private,2100,57,4,1,3.0,7,Yes,4 or more
526,167500,1.0,No,27,8300,No,No,Oil,Hot Air,Private,1129,38,2,None,1.0,7,No,2 or fewer
527,190000,0.6,No,19,16000,No,Yes,Gas,Hot Air,Private,2296,57,4,1,2.5,7,Yes,4 or more
528,182500,0.46,No,20,13800,No,No,Gas,Hot Air,Private,1475,57,3,1,2.0,8,Yes,3
529,107000,1.03,No,20,20100,No,No,Gas,Hot Air,Private,1268,57,3,1,1.0,6,Yes,3
530,195000,0.47,No,15,14100,No,No,Gas,Hot Air,Private,1816,57,3,1,2.0,7,Yes,3
531,169000,0.5,No,30,15000,No,No,Gas,Hot Water,Private,1632,57,4,1,2.5,8,Yes,4 or more
532,156000,0.26,No,11,8700,No,No,Gas,Hot Air,Public,1254,54,2,None,1.5,5,No,2 or fewer
533,120000,0.49,No,30,64400,No,No,Gas,Hot Air,Public,1272,57,3,None,1.0,4,No,3
534,170000,0.28,No,29,80800,No,Yes,Gas,Hot Air,Public,1604,57,4,None,1.5,6,No,4 or more
535,249835,0.52,No,0,77000,No,Yes,Gas,Hot Air,Public,2474,57,4,1,2.5,11,Yes,4 or more
536,188095,0.15,No,0,36000,No,Yes,Gas,Hot Air,Public,2057,57,3,1,2.5,9,Yes,3
537,176450,0.05,No,6,32000,No,Yes,Electric,Electric,Public,1852,57,3,None,2.5,8,No,3
538,322277,0.09,No,1,51400,No,Yes,Gas,Hot Air,Public,2242,57,3,None,3.0,8,No,3
539,149000,0.49,No,32,64400,No,No,Gas,Hot Air,Public,1564,57,4,1,1.5,9,Yes,4 or more
540,95000,0.19,No,24,39200,No,No,Electric,Electric,Private,960,57,3,None,1.0,6,No,3
541,198500,0.1,No,63,85000,No,Yes,Gas,Hot Air,Public,1680,57,2,None,2.5,7,No,2 or fewer
542,185000,0.03,No,3,27000,No,Yes,Gas,Hot Air,Public,1428,57,2,1,2.5,6,Yes,2 or fewer
543,168900,0.16,No,0,36800,No,Yes,Gas,Hot Air,Public,1672,57,3,None,2.5,7,No,3
544,220000,0.28,No,29,80800,No,Yes,Gas,Hot Air,Public,2284,57,3,1,1.5,6,Yes,3
545,129900,0.32,No,31,54200,No,Yes,Gas,Hot Air,Public,1286,57,3,1,1.0,4,Yes,3
546,167000,0.23,No,53,73000,No,No,Gas,Hot Water,Public,1250,57,3,None,1.0,4,No,3
547,330000,0.12,No,113,51300,No,No,Oil,Hot Water,Public,1896,57,4,None,1.5,8,No,4 or more
548,336000,0.15,No,1,61000,No,Yes,Gas,Hot Air,Public,2592,57,3,None,3.0,10,No,3
549,512971,0.01,No,0,12500,No,Yes,Gas,Hot Air,Public,1904,57,2,1,2.0,8,Yes,2 or fewer
550,229000,0.29,No,3,46400,No,Yes,Gas,Hot Air,Public,1680,57,3,None,2.0,6,No,3
551,145000,0.16,No,38,54900,No,No,Gas,Hot Air,Public,1152,57,2,1,1.0,7,Yes,2 or fewer
552,103000,0.07,No,16,46600,No,Yes,Electric,Electric,Public,1290,57,3,1,1.5,5,Yes,3
553,210000,0.17,No,93,55800,No,No,Gas,Hot Air,Public,2396,57,4,1,1.5,11,Yes,4 or more
554,559000,0.24,No,55,255000,No,Yes,Gas,Hot Water,Public,3090,57,4,2 or more,4.0,12,Yes,4 or more
555,218000,0.21,No,142,107000,No,No,Oil,Hot Water,Public,1428,57,3,None,1.0,8,No,3
556,262138,0.15,No,0,114000,No,Yes,Gas,Hot Air,Public,1631,57,3,1,2.5,4,Yes,3
557,125000,0.24,No,33,49100,No,No,Gas,Hot Air,Public,1368,57,3,None,1.0,7,No,3
558,130000,0.16,No,36,54900,No,No,Gas,Hot Air,Public,1134,57,3,None,1.0,4,No,3
559,157500,0.3,No,27,84600,No,Yes,Gas,Hot Air,Public,1697,57,3,1,1.5,6,Yes,3
560,193000,0.3,No,6,47000,No,Yes,Gas,Hot Air,Public,1666,57,3,1,2.5,4,Yes,3
561,275000,0.12,No,78,89000,No,Yes,Oil,Hot Water,Public,1738,57,4,1,2.5,6,Yes,4 or more
562,240000,0.15,No,103,210000,No,No,Gas,Hot Water,Public,1457,57,2,None,1.5,7,No,2 or fewer
563,200136,0.15,No,0,54000,No,Yes,Gas,Hot Air,Public,1632,57,3,1,2.5,7,Yes,3
564,395000,1.4,No,12,128500,No,Yes,Gas,Hot Air,None,2186,57,3,None,2.5,6,No,3
565,366703,0.15,No,0,95000,No,Yes,Electric,Hot Air,Public,2117,57,3,1,2.5,6,Yes,3
566,103150,0.25,No,32,50000,No,No,Gas,Hot Air,Public,936,57,3,1,1.0,8,Yes,3
567,310000,0.17,No,169,220000,No,No,Gas,Hot Water,Public,3347,57,6,2 or more,2.5,12,Yes,4 or more
568,142900,0.36,No,32,50600,No,Yes,Gas,Hot Air,Public,1824,57,4,1,2.5,10,Yes,4 or more
569,359770,0.16,No,1,62600,No,Yes,Gas,Hot Air,Public,2592,57,3,None,3.0,8,No,3
570,126000,0.68,No,64,84200,No,No,Oil,Hot Air,Private,1080,57,2,None,1.0,7,No,2 or fewer
571,760000,1.22,No,2,194700,No,Yes,Gas,Hot Air,Private,3148,57,5,None,3.5,12,No,4 or more
572,282500,0.25,No,150,115000,No,No,Gas,Hot Water,Public,2128,57,3,1,1.5,8,Yes,3
573,132000,0.06,No,18,28800,No,No,Gas,Hot Air,Public,1616,57,3,None,1.5,8,No,3
574,325000,0.23,No,5,73800,No,Yes,Gas,Hot Air,Public,3313,57,4,1,2.5,12,Yes,4 or more
575,207000,0.48,No,25,57800,No,No,Gas,Hot Water,Public,2327,57,3,1,1.5,10,Yes,3
576,155000,0.24,No,32,49100,No,Yes,Gas,Hot Air,Public,1640,57,4,1,1.5,7,Yes,4 or more
577,330000,0.12,No,73,89000,No,No,Gas,Hot Water,Public,1421,57,3,None,1.5,5,No,3
578,101760,0.15,No,103,54000,No,No,Gas,Hot Water,Public,1280,57,2,1,1.0,3,Yes,2 or fewer
579,496000,0.34,No,3,82400,No,Yes,Gas,Hot Air,Public,3467,57,4,1,2.5,11,Yes,4 or more
580,185000,0.11,No,83,87000,No,No,Gas,Hot Water,Public,1250,57,3,None,1.5,5,No,3
581,125000,0.25,No,33,50000,No,No,Gas,Hot Air,Public,1368,57,3,None,1.0,5,No,3
582,286000,0.13,No,1,110200,No,No,Gas,Hot Air,Public,1396,57,3,None,2.5,8,No,3
583,269000,0.04,No,15,36000,No,Yes,Gas,Hot Air,Public,2004,57,3,1,2.5,8,Yes,3
584,303374,0.12,No,1,56200,No,Yes,Gas,Hot Air,Public,2242,57,3,None,3.0,6,No,3
585,371165,0.39,No,0,85400,No,No,Gas,Hot Air,Public,2786,57,4,1,2.5,8,Yes,4 or more
586,287600,0.07,No,0,48200,No,Yes,Gas,Hot Air,Public,2242,57,3,None,2.5,6,No,3
587,131000,0.34,No,33,55400,No,No,Gas,Hot Air,Public,1404,57,3,None,1.0,6,No,3
588,187000,1.0,No,25,98500,No,Yes,Gas,Hot Air,Private,1600,57,3,1,1.5,7,Yes,3
589,169000,0.04,No,103,36000,No,No,Gas,Hot Air,Public,1408,57,2,None,1.0,3,No,2 or fewer
590,133500,0.21,No,37,59400,No,No,Gas,Hot Air,Public,972,57,3,None,1.0,8,No,3
591,620000,1.06,No,14,125100,No,Yes,Oil,Hot Air,Private,4856,57,5,2 or more,4.0,12,Yes,4 or more
592,549254,0.25,No,0,63000,No,Yes,Gas,Hot Air,Public,2885,57,3,1,2.5,11,Yes,3
593,280000,0.09,No,82,83000,No,No,Gas,Hot Air,Public,1560,57,2,None,1.0,6,No,2 or fewer
594,135000,0.26,No,33,50600,No,No,Gas,Hot Air,Public,1472,57,3,None,1.0,8,No,3
595,195388,0.14,No,0,35200,No,Yes,Gas,Hot Air,Public,2124,57,3,1,2.5,10,Yes,3
596,337020,0.15,No,1,114000,No,Yes,Gas,Hot Air,Public,2162,57,3,1,2.5,7,Yes,3
597,330850,0.46,No,0,89600,No,No,Gas,Hot Air,Public,2515,57,4,1,2.5,8,Yes,4 or more
598,248495,0.63,No,0,98500,No,Yes,Gas,Hot Air,Public,2294,57,4,1,2.5,11,Yes,4 or more
599,120000,0.26,No,123,63300,No,No,Gas,Hot Air,Public,1744,57,4,None,1.0,6,No,4 or more
600,240000,0.48,No,0,90800,No,Yes,Gas,Hot Air,Public,2022,57,3,1,2.5,8,Yes,3
601,235000,0.22,No,34,72000,No,Yes,Gas,Hot Water,Public,1578,57,3,None,2.0,8,No,3
602,500075,0.91,Yes,0,239300,No,Yes,Gas,Hot Air,Public,3400,57,3,None,3.0,12,No,3
603,240000,0.07,No,13,48200,No,Yes,Gas,Hot Air,Public,1744,57,3,1,2.5,6,Yes,3
604,270000,0.46,No,0,89600,No,Yes,Gas,Hot Air,Public,2560,57,3,1,2.5,9,Yes,3
605,225000,0.12,No,51,89000,No,Yes,Gas,Hot Air,Public,1398,57,3,None,2.5,4,No,3
606,280000,0.16,No,0,62600,No,Yes,Gas,Hot Air,Public,2494,57,3,None,2.5,8,No,3
607,225000,0.48,No,27,57800,No,Yes,Gas,Hot Air,Public,2208,57,4,2 or more,2.5,11,Yes,4 or more
608,248220,0.46,No,0,89600,No,Yes,Gas,Hot Air,Public,2550,57,3,1,2.5,7,Yes,3
609,275000,0.03,No,16,27000,No,Yes,Gas,Hot Air,Public,1812,57,2,1,2.5,7,Yes,2 or fewer
610,137000,0.12,No,50,89000,No,No,Gas,Hot Water,Public,1290,57,2,None,1.0,3,No,2 or fewer
611,150000,0.14,No,16,52200,No,No,Gas,Hot Air,Public,1172,57,2,None,2.0,3,No,2 or fewer
612,649000,1.04,No,10,192900,No,Yes,Gas,Hot Air,Private,4128,57,3,2 or more,3.5,12,Yes,3
613,195000,0.49,No,17,64400,No,Yes,Electric,Electric,Public,1816,57,3,1,2.5,5,Yes,3
614,373200,0.65,No,4,99500,No,No,Gas,Hot Air,Public,2628,57,4,1,2.5,8,Yes,4 or more
615,169450,0.15,No,0,36000,No,Yes,Gas,Hot Air,Public,1254,57,3,1,2.5,4,Yes,3
616,144200,0.15,No,113,54000,No,No,Gas,Hot Air,Public,1660,57,4,1,1.5,9,Yes,4 or more
617,189900,0.5,No,43,73500,No,No,Gas,Hot Air,Public,1850,57,3,1,1.5,7,Yes,3
618,166000,0.14,No,0,35200,No,Yes,Gas,Hot Air,Public,1258,57,3,None,2.0,8,No,3
619,160000,0.23,No,0,42400,No,Yes,Gas,Hot Air,Public,1219,57,3,None,2.0,5,No,3
620,327355,0.14,No,14,59400,No,Yes,Gas,Hot Air,Public,1850,57,3,1,2.5,6,Yes,3
621,247000,0.29,No,9,52400,No,No,Gas,Hot Air,Public,2103,57,3,None,2.5,7,No,3
622,318000,0.23,No,3,73800,No,Yes,Gas,Hot Air,Public,1806,57,3,1,2.5,8,Yes,3
623,341000,0.23,No,52,250000,No,No,Gas,Hot Water,Public,1674,57,2,1,1.5,4,Yes,2 or fewer
624,288650,0.08,No,0,49800,No,Yes,Gas,Hot Air,Public,2242,57,3,None,2.5,10,No,3
625,157000,0.03,No,103,27000,No,No,Gas,Hot Air,Public,1408,57,3,None,1.5,4,No,3
626,449000,1.0,No,20,124800,No,Yes,Electric,Electric,Private,3457,57,3,2 or more,2.5,12,Yes,3
627,142000,0.16,No,28,50400,No,No,Gas,Hot Air,Public,1728,57,3,None,1.5,6,No,3
628,389000,1.0,No,16,125900,No,Yes,Electric,Electric,Private,2354,57,3,2 or more,2.5,6,Yes,3
629,476000,0.42,No,4,87200,No,Yes,Gas,Hot Air,Public,2246,57,3,1,2.5,9,Yes,3
630,249230,0.18,No,0,119700,No,Yes,Gas,Hot Air,Public,1902,57,2,1,2.5,4,Yes,2 or fewer
631,139900,0.3,No,30,53000,No,No,Gas,Hot Air,Public,1178,57,3,None,1.0,7,No,3
632,301900,0.73,No,0,103500,No,Yes,Gas,Hot Air,Public,2896,57,4,1,3.5,11,Yes,4 or more
633,425000,1.03,No,24,124800,No,Yes,Gas,Hot Air,Public,2457,57,3,1,3.0,9,Yes,3
634,121000,0.25,No,32,50000,No,No,Gas,Hot Air,Public,936,57,3,None,1.0,8,No,3
635,150000,0.19,No,123,103000,No,No,Gas,Hot Water,Public,934,57,2,None,1.0,7,No,2 or fewer
636,138000,0.29,No,30,52400,No,No,Gas,Hot Air,Public,1279,57,3,1,1.0,6,Yes,3
637,199900,0.39,No,6,69400,No,No,Gas,Hot Water,Private,1888,57,3,None,2.0,5,No,3
638,145000,0.27,No,33,63700,No,No,Gas,Hot Air,Public,1686,57,4,1,1.5,7,Yes,4 or more
639,465000,0.25,No,22,61000,No,Yes,Gas,Hot Air,Public,2310,57,2,1,3.0,7,Yes,2 or fewer
640,158000,0.32,No,1,48200,No,Yes,Gas,Hot Air,Public,1200,57,3,None,1.5,4,No,3
641,375000,0.27,No,50,78800,No,Yes,Gas,Hot Air,Public,1944,57,3,1,2.5,7,Yes,3
642,147783,0.36,No,51,50600,No,No,Electric,Electric,Private,1184,57,3,None,1.0,5,No,3
643,339000,0.36,No,3,83600,No,Yes,Gas,Hot Air,Public,2000,57,3,1,2.5,5,Yes,3
644,267000,0.07,No,14,48200,No,Yes,Gas,Hot Air,Public,1744,57,3,1,2.5,9,Yes,3
645,290000,0.12,No,3,108300,No,Yes,Gas,Hot Air,Public,1620,57,3,1,2.5,7,Yes,3
646,271295,0.35,No,1,67000,No,Yes,Gas,Hot Air,Public,2359,57,4,None,2.5,11,No,4 or more
647,278140,0.62,No,1,98000,No,Yes,Gas,Hot Air,Public,2230,57,3,None,2.5,10,No,3
648,138000,0.07,No,94,46800,No,No,Gas,Hot Air,Public,1147,57,2,None,1.5,3,No,2 or fewer
649,367500,0.27,No,2,78200,No,Yes,Gas,Hot Air,Public,2205,57,3,1,2.5,10,Yes,3
650,428500,0.42,No,4,87200,No,Yes,Gas,Hot Air,Public,3243,57,4,None,2.5,11,No,4 or more
651,140000,0.48,No,34,57800,No,No,Gas,Hot Air,Public,1431,57,3,None,1.5,5,No,3
652,140000,0.36,No,35,56600,No,No,Gas,Hot Air,Public,936,57,3,None,1.0,7,No,3
653,145000,0.3,No,33,53000,No,Yes,Gas,Hot Air,Public,1368,57,3,None,1.5,7,No,3
654,280000,0.07,No,16,48200,No,Yes,Electric,Hot Air,Public,1800,57,3,1,2.5,8,Yes,3
655,190400,0.17,No,16,49500,No,No,Gas,Hot Air,Public,1920,57,3,1,1.5,9,Yes,3
656,267000,0.11,No,83,87000,No,No,Gas,Hot Water,Public,1416,57,3,None,2.0,7,No,3
657,164900,0.14,No,77,93000,No,No,Gas,Hot Air,Public,616,57,2,None,1.0,5,No,2 or fewer
658,280000,0.1,No,79,85000,No,No,Gas,Hot Air,Public,1488,57,4,None,1.5,5,No,4 or more
659,225000,0.11,No,84,87000,No,No,Oil,Hot Air,Public,1320,57,3,1,1.5,6,Yes,3
660,148000,0.06,No,18,45800,No,Yes,Gas,Hot Air,Public,1250,57,2,None,1.5,5,No,2 or fewer
661,165000,0.32,No,32,54200,No,Yes,Gas,Hot Air,Public,1286,57,3,1,1.0,6,Yes,3
662,340455,0.38,No,0,84800,No,Yes,Gas,Hot Air,Public,2886,57,4,1,2.5,10,Yes,4 or more
663,133000,0.42,No,36,60200,No,No,Gas,Hot Air,Public,1279,57,3,1,1.0,4,Yes,3
664,115540,0.2,No,104,56700,No,No,Gas,Hot Air,Public,1074,57,3,None,1.0,7,No,3
665,240000,0.58,No,52,78300,No,No,Gas,Hot Water,Private,1304,57,3,1,1.0,4,Yes,3
666,600000,0.04,No,17,36000,No,Yes,Gas,Hot Air,Public,3191,57,3,2 or more,3.5,12,Yes,3
667,71500,0.3,No,44,64700,No,No,Gas,Hot Water,Public,1056,57,3,None,1.0,5,No,3
668,189900,0.03,No,18,19200,No,Yes,Gas,Hot Air,Public,1468,57,3,1,2.5,4,Yes,3
669,325000,0.08,No,115,81000,No,No,Gas,Hot Water,Public,1598,57,3,None,1.5,6,No,3
670,280000,0.14,No,84,93000,No,No,Gas,Hot Water,Public,1160,57,3,None,1.5,4,No,3
671,255000,0.12,No,104,89000,No,No,Gas,Hot Air,Public,1028,57,2,None,1.0,5,No,2 or fewer
672,300000,0.2,No,104,105000,No,No,Gas,Hot Water,Public,2014,57,6,None,1.0,11,No,4 or more
673,106000,0.48,No,34,63800,No,No,Gas,Hot Air,Public,1296,57,3,None,1.0,7,No,3
674,139000,0.27,No,56,62500,No,No,Gas,Hot Air,Public,932,57,2,None,1.0,3,No,2 or fewer
675,165000,0.06,No,15,45800,No,No,Gas,Hot Air,Public,1290,57,3,1,1.5,5,Yes,3
676,169000,0.17,No,19,37600,No,No,Gas,Hot Air,Public,1448,57,2,None,1.5,5,No,2 or fewer
677,159400,0.24,No,29,49100,No,No,Gas,Hot Air,Public,1368,57,3,None,1.0,5,No,3
678,300000,0.87,No,25,90800,No,No,Gas,Hot Water,Private,3046,57,4,1,1.5,11,Yes,4 or more
679,161000,0.23,No,32,48200,No,No,Gas,Hot Air,Public,1272,57,3,None,1.5,8,No,3
680,230500,0.59,No,18,69500,No,Yes,Gas,Hot Air,Public,1822,57,4,None,2.5,6,No,4 or more
681,220000,0.41,No,31,105700,No,Yes,Gas,Hot Air,Public,1579,57,4,None,1.5,6,No,4 or more
682,177900,0.29,No,32,52400,No,No,Gas,Hot Air,Public,1660,57,4,1,1.5,7,Yes,4 or more
683,350000,0.32,No,36,144900,No,No,Oil,Hot Water,Public,2452,57,3,1,2.5,10,Yes,3
684,335000,0.14,No,94,50200,No,Yes,Gas,Hot Air,Public,2004,57,3,None,2.0,9,No,3
685,597185,1.07,No,0,193200,No,Yes,Gas,Hot Air,Private,4210,57,4,1,3.5,12,Yes,4 or more
686,173000,0.33,No,32,54800,No,Yes,Gas,Hot Air,Public,1640,57,4,None,1.5,9,No,4 or more
687,518000,0.17,No,144,99000,No,No,Gas,Hot Water,Public,2847,57,3,1,1.5,7,Yes,3
688,212000,0.5,No,18,65000,No,Yes,Gas,Hot Air,Public,1816,57,3,1,2.0,7,Yes,3
689,149900,0.87,No,19,93300,No,No,Oil,Hot Air,Public,2028,57,4,None,2.0,10,No,4 or more
690,140958,0.22,No,40,54500,No,No,Gas,Hot Water,Public,775,57,2,None,1.0,7,No,2 or fewer
691,95000,0.33,No,34,54800,No,No,Gas,Hot Air,Public,1368,57,2,None,1.0,6,No,2 or fewer
692,161600,0.24,No,34,49100,No,No,Gas,Hot Air,Public,936,57,3,None,1.5,8,No,3
693,351400,0.15,No,1,114000,No,Yes,Gas,Hot Air,Public,1680,57,2,1,2.5,4,Yes,2 or fewer
694,155000,0.3,No,33,53000,No,No,Gas,Hot Air,Public,1368,57,3,None,1.0,6,No,3
695,198500,0.4,No,34,53000,No,Yes,Gas,Hot Air,Public,1326,57,3,1,1.5,7,Yes,3
696,276000,0.21,No,62,107000,No,Yes,Oil,Hot Air,Public,1579,57,3,1,2.0,4,Yes,3
697,167000,0.25,No,32,50000,No,No,Gas,Hot Air,Public,1286,57,3,None,1.0,8,No,3
698,227000,0.84,No,25,207700,No,Yes,Gas,Hot Air,Public,2132,57,3,2 or more,2.5,7,Yes,3
699,405100,0.39,No,3,85400,No,Yes,Gas,Hot Air,Public,2000,57,3,1,2.5,6,Yes,3
700,395000,0.14,No,3,112100,No,Yes,Gas,Hot Air,Public,2222,57,3,None,2.5,6,No,3
701,360000,0.41,No,99,139000,No,No,Gas,Hot Water,Public,2641,57,4,None,2.0,9,No,4 or more
702,775000,0.0,Yes,5,412600,No,Yes,Gas,Hot Air,Private,2472,57,3,1,2.5,9,Yes,3
703,285000,0.07,No,16,48200,No,Yes,Electric,Hot Air,Public,1926,57,2,2 or more,3.0,6,Yes,2 or fewer
704,300000,0.12,No,4,108300,No,Yes,Gas,Hot Air,Public,1534,57,3,None,2.5,8,No,3
705,214000,0.25,No,39,44000,No,No,Gas,Hot Air,Private,1490,57,3,None,1.5,4,No,3
706,229000,0.22,No,46,72000,No,No,Gas,Hot Water,Public,1126,57,3,1,2.0,8,Yes,3
707,330000,0.23,No,33,61200,No,Yes,Gas,Hot Air,Public,1435,57,3,None,1.5,8,No,3
708,146000,0.42,No,44,60200,No,No,Gas,Hot Air,Public,1136,57,3,None,1.5,8,No,3
709,381500,0.15,No,2,114000,No,Yes,Gas,Hot Air,Public,2162,57,3,1,2.5,9,Yes,3
710,430000,0.34,No,5,82400,No,Yes,Gas,Hot Air,Public,2328,57,3,1,2.5,7,Yes,3
711,650000,0.43,No,2,87800,No,Yes,Gas,Hot Air,Public,2754,57,3,1,2.5,10,Yes,3
712,194500,0.17,No,40,37600,No,No,Gas,Hot Air,Private,1504,57,4,None,1.5,6,No,4 or more
713,279000,0.39,No,14,58400,No,Yes,Gas,Hot Air,Public,2473,57,4,1,3.5,7,Yes,4 or more
714,183000,0.31,No,35,47600,No,No,Gas,Hot Air,Public,2072,57,4,1,2.5,8,Yes,4 or more
715,195000,0.03,No,18,19200,No,Yes,Gas,Hot Air,Public,1480,57,3,1,2.5,7,Yes,3
716,470000,0.17,No,135,99000,No,No,Gas,Hot Air,Public,2096,57,3,2 or more,2.5,8,Yes,3
717,167000,0.11,No,80,50400,No,No,Gas,Hot Water,Public,1050,57,2,None,1.0,6,No,2 or fewer
718,309278,0.02,No,17,18000,No,Yes,Gas,Hot Air,Public,1650,57,2,1,2.5,5,Yes,2 or fewer
719,217500,0.34,No,26,92300,No,Yes,Gas,Hot Air,Public,1596,57,3,None,1.5,6,No,3
720,200000,0.17,No,44,99000,No,No,Gas,Hot Water,Public,979,57,3,None,2.0,8,No,3
721,199995,0.16,No,18,53800,No,Yes,Gas,Hot Air,Public,1393,57,2,None,1.5,6,No,2 or fewer
722,179000,0.46,No,44,70200,No,No,Gas,Hot Air,Public,864,57,2,None,1.0,7,No,2 or fewer
723,329000,1.0,No,1,106800,No,Yes,Gas,Hot Air,Private,2744,57,4,None,2.5,10,No,4 or more
724,374900,0.06,No,15,46600,No,Yes,Gas,Hot Air,Public,2300,57,3,1,3.0,10,Yes,3
725,165000,0.29,No,34,52400,No,No,Gas,Hot Air,Public,1612,57,3,1,1.0,5,Yes,3
726,647000,1.08,No,14,193300,No,Yes,Gas,Hot Air,Private,2640,57,4,1,2.5,12,Yes,4 or more
727,315000,0.63,No,19,65500,No,No,Oil,Hot Air,Public,775,57,1,None,1.0,6,No,2 or fewer
728,208000,0.34,No,26,49400,No,Yes,Gas,Hot Air,Public,2470,57,4,1,2.5,10,Yes,4 or more
729,405000,0.58,No,6,80000,No,No,Gas,Hot Air,Private,3124,57,4,1,3.0,9,Yes,4 or more
730,535000,1.0,No,14,192500,No,Yes,Gas,Hot Air,Private,3254,57,4,1,2.5,12,Yes,4 or more
731,184020,0.4,No,34,59000,No,No,Gas,Hot Air,Public,1544,57,3,None,2.5,7,No,3
732,95000,0.17,No,139,1900,No,No,Gas,Hot Water,Public,1410,38,6,None,1.5,9,No,4 or more
733,87550,0.46,No,44,2100,No,No,Gas,Hot Air,Private,906,38,2,None,1.0,3,No,2 or fewer
734,131000,0.23,No,66,3600,No,No,Gas,Hot Air,Public,1512,38,3,1,1.0,8,Yes,3
735,127000,0.2,No,77,3400,No,No,Gas,Hot Air,Public,1232,38,3,1,1.0,8,Yes,3
736,104695,0.21,No,54,3500,No,No,Gas,Hot Air,Public,921,38,2,None,1.0,7,No,2 or fewer
737,120000,0.18,No,70,3100,No,No,Gas,Hot Air,Public,1287,38,3,None,1.0,4,No,3
738,278500,0.16,No,17,5200,No,No,Electric,Electric,Private,2600,38,4,None,3.0,12,No,4 or more
739,75500,0.13,No,124,1500,No,No,Gas,Hot Air,Public,1302,38,3,None,2.0,8,No,3
740,121900,0.47,No,20,4700,No,No,Gas,Hot Water,Private,1144,38,3,None,1.0,6,No,3
741,208000,0.45,No,39,5500,No,No,Gas,Hot Water,Private,1703,38,3,None,2.0,6,No,3
742,151000,0.59,No,15,4500,No,No,Electric,Electric,Private,1553,38,3,1,2.0,4,Yes,3
743,138000,0.38,No,15,1700,No,No,Electric,Electric,Private,1040,38,2,None,1.0,3,No,2 or fewer
744,229000,0.55,No,11,7500,No,No,Gas,Hot Water,Private,2124,38,4,None,3.0,10,No,4 or more
745,130000,0.52,No,13,4500,No,No,Gas,Hot Air,Private,1344,38,3,None,2.0,5,No,3
746,89900,0.46,No,66,3900,No,No,Gas,Hot Air,Private,884,38,2,None,1.0,3,No,2 or fewer
747,145000,0.76,No,11,3800,No,No,Oil,Hot Air,Private,1812,38,3,None,1.5,7,No,3
