"ID.number","Name","State","Public.Private","Average.math.SAT","Average.verbal.SAT","Average.combined.SAT","average.ACT","Number.of.applicants","Number.accepted","Number.enrolled","Pct.students.top.10.HS","Full.time.students","Part.time.students","In.state.tuition","Out.of.state.tuition","Pct.faculty.with.PhDs","Student.faculty.ratio","Graduation.rate","Acceptance.rate"
9636,"Southern University and A & M College","LA",1,NA,NA,NA,17,2431,2416,1711,37,7534,775,2028,3950,50,15.9,33,99.3829699712053
2114,"American International College","MA",2,NA,NA,NA,NA,1420,1093,220,9,1018,287,8700,8700,78,14.7,69,76.9718309859155
2115,"Amherst College","MA",2,685,639,1324,25,4302,992,418,83,1593,5,19760,19760,93,8.4,100,23.0590423059042
2117,"Anna Maria College","MA",2,NA,NA,NA,NA,350,283,82,9,367,406,10800,10800,45,11.7,82,80.8571428571429
2118,"Assumption College","MA",2,NA,NA,NA,NA,2135,1700,491,23,1708,689,12000,12000,93,13.8,88,79.6252927400468
2120,"Merrimack College","MA",2,520,480,1000,NA,1981,1541,514,18,1927,1084,12500,12500,73,16.8,80,77.78899545684
2121,"Babson College","MA",2,NA,NA,NA,NA,2007,1139,407,30,1680,NA,16600,16600,93,16.8,94,56.751370204285
2124,"Bentley College","MA",2,NA,NA,NA,NA,3466,2330,640,20,3095,1533,13800,13800,87,17.5,82,67.2244662435084
2126,"Berklee College of Music","MA",2,NA,NA,NA,NA,1975,1516,712,NA,2223,304,11550,11550,15,10.2,38,76.7594936708861
2128,"Boston College","MA",2,NA,NA,NA,NA,13112,6179,2154,66,8807,NA,16640,16640,95,16.6,90,47.1247712019524
2130,"Boston University","MA",2,600,550,1150,26,20192,13007,3810,45,14971,3113,18420,18420,80,11.9,72,64.4166006339144
2132,"Bradford College","MA",2,NA,NA,NA,NA,443,330,151,5,453,42,14080,14080,57,10.2,46,74.4920993227991
2133,"Brandeis University","MA",2,NA,NA,NA,NA,4186,2743,740,48,2819,62,19380,19380,90,9.8,84,65.527950310559
2139,"Clark University","MA",2,NA,NA,NA,NA,2887,2059,457,30,1928,296,17500,17500,94,10.5,79,71.3197090405265
2140,"Elms College","MA",2,450,440,890,NA,245,208,125,23,544,436,11800,11800,71,11.3,86,84.8979591836735
2141,"College of the Holy Cross","MA",2,627,573,1200,NA,2994,1691,659,70,2675,22,18000,18000,92,11.3,95,56.4796259185037
2143,"Curry College","MA",2,420,390,810,NA,1224,936,283,5,891,332,13600,13600,39,8.7,58,76.4705882352941
2145,"Eastern Nazarene College","MA",2,512,468,980,NA,516,409,200,17,1238,30,8770,8770,58,17.3,70,79.2635658914729
2146,"Emerson College","MA",2,505,515,1020,NA,1849,1228,492,19,2025,169,15200,15200,NA,18,62,66.4142779881017
2148,"Endicott College","MA",2,401,381,782,NA,1000,858,319,10,665,298,11455,11455,33,12.3,NA,85.8
2153,"Gordon College","MA",2,509,483,992,NA,674,565,282,25,1151,39,12200,12200,73,14.2,66,83.8278931750742
2155,"Harvard University","MA",2,NA,NA,NA,NA,13865,2165,1606,90,6862,320,18485,18485,97,9.9,100,15.6148575549946
2158,"Lasell College","MA",2,390,410,800,NA,618,540,171,8,470,59,11475,11475,32,9.1,NA,87.378640776699
2160,"Lesley College","MA",2,435,411,846,NA,244,198,82,12,1134,336,11700,11700,71,27.8,58,81.1475409836066
2161,"University of Massachusetts at Lowell","MA",1,504,447,951,NA,3986,3026,1093,8,5740,4182,4694,9838,81,16.1,53,75.9157049673858
2178,"Massachusetts Institute of Technology","MA",2,742,639,1381,31,6411,2140,1078,96,4481,28,20100,20100,99,10.1,94,33.380127905163
2183,"Bridgewater State College","MA",1,482,441,923,NA,4915,3340,1064,4,5356,1502,1408,5542,73,17.1,51,67.9552390640895
2184,"Fitchburg State College","MA",1,467,424,891,NA,2857,2090,577,5,2879,1412,1408,5542,NA,14.7,57,73.1536576828841
2185,"Framingham State College","MA",1,474,437,911,NA,4141,2316,586,7,3248,1969,1380,5244,68,21.2,NA,55.9285196812364
2187,"North Adams State College","MA",1,470,427,897,NA,1563,1005,240,1,1380,136,1408,5542,65,14.2,57,64.299424184261
2188,"Salem State College","MA",1,416,386,802,NA,3973,3168,1334,NA,5625,3416,1408,5542,55,21,45,79.7382330732444
2189,"Westfield State College","MA",1,460,420,880,NA,3100,2150,825,3,3234,941,1408,5542,75,15.7,65,69.3548387096774
2190,"Worcester State College","MA",1,436,400,832,NA,2197,1515,543,4,3089,2029,2663,6797,60,21,40,68.9576695493855
2192,"Mount Holyoke College","MA",2,571,549,1120,27,1800,1314,526,47,1891,40,19300,19300,79,9,84,73
2193,"Mount Ida College","MA",2,NA,NA,NA,NA,4750,4041,795,NA,1501,334,9810,9810,32,13.5,77,85.0736842105263
2197,"Nichols College","MA",2,437,377,814,NA,780,702,218,6,707,693,9744,9744,83,27.7,NA,90
2199,"Northeastern University","MA",2,531,467,998,23,11901,8492,2517,16,11160,10221,13380,13380,73,12.9,46,71.3553482900597
2201,"Pine Manor College","MA",2,391,373,764,20,354,323,125,NA,372,28,15190,15190,46,8.9,67,91.2429378531073
2206,"Regis College","MA",2,452,429,881,NA,427,385,143,18,581,533,12700,12700,81,10.3,84,90.1639344262295
2208,"Simmons College","MA",2,480,460,940,24,1003,782,295,23,1144,160,16160,16160,74,8.9,79,77.9661016949153
2209,"Smith College","MA",2,NA,NA,NA,NA,2925,1598,632,51,2479,95,18820,18820,85,10.3,90,54.6324786324786
2210,"University of Massachusetts at Dartmouth","MA",1,482,423,905,NA,3347,2597,1006,10,4664,1630,1836,6919,74,15,56,77.5918733193905
2211,"Springfield College","MA",2,480,420,900,NA,1888,1347,519,NA,2160,131,9438,9438,55,12.8,76,71.3453389830508
2217,"Stonehill College","MA",2,530,480,1010,NA,3646,2300,585,25,2022,926,12170,12170,79,13,97,63.0828304991772
2218,"Suffolk University","MA",2,447,407,854,NA,1247,980,356,11,2207,814,10584,10584,95,13.3,60,78.588612670409
2219,"Tufts University","MA",2,NA,NA,NA,NA,7614,3605,1205,60,4598,NA,19701,19701,99,10.3,92,47.3469923824534
2221,"University of Massachusetts at Amherst","MA",1,NA,NA,NA,NA,14438,12414,3816,12,16282,1940,2220,8566,88,16.7,68,85.9814378722815
2222,"University of Massachusetts at Boston","MA",1,468,427,895,NA,2237,1495,800,10,6034,4954,2220,8568,86,14.5,41,66.8305766651766
2224,"Wellesley College","MA",2,630,600,1230,NA,2895,1249,579,80,2195,156,18345,18345,94,10.6,91,43.1433506044905
2226,"Western New England College","MA",2,447,390,837,NA,1650,1471,409,7,1803,1116,8994,8994,74,15.4,59,89.1515151515151
2227,"Wheaton College","MA",2,550,530,1080,24,1738,1373,417,21,1335,30,18460,18460,92,13.2,71,78.9988492520138
2228,"Wheelock College","MA",2,438,415,853,NA,399,335,161,NA,736,29,13472,13472,74,9.6,74,83.9598997493734
2229,"Williams College","MA",2,NA,NA,NA,NA,4186,1245,526,81,1988,29,19629,19629,94,9,99,29.7419971333015
2233,"Worcester Polytechnic Institute","MA",2,660,540,1200,28,2768,2314,682,49,2802,86,15884,15884,92,15.2,82,83.5982658959538
4661,"Hampshire College","MA",2,555,556,1111,NA,1342,998,309,26,1079,NA,20655,20655,79,11.4,62,74.3666169895678
9645,"Simon's Rock College of Bard","MA",2,597,574,1171,NA,300,171,132,NA,303,3,16900,16900,76,8.2,84,57
29099,"Wentworth Institute of Technology","MA",2,470,380,850,NA,1480,1257,452,6,2961,572,9850,9850,10,15.4,64,84.9324324324324
1436,"Capitol College","MD",2,460,420,880,NA,100,90,35,10,282,331,8400,8400,10,12.1,52,90
2062,"Bowie State University","MD",1,384,357,741,NA,1643,882,407,NA,2179,1089,2141,4869,57,22,17,53.6822884966525
2065,"College of Notre Dame of Maryland","MD",2,500,470,970,NA,457,356,177,35,667,1983,11180,11180,64,11.5,75,77.8993435448578
2067,"Columbia Union College","MD",2,NA,NA,NA,NA,1301,957,101,13,514,466,9500,9500,47,13.9,63,73.5588009223674
2068,"Coppin State College","MD",1,393,370,763,18,1478,723,381,NA,1863,775,2600,5000,69,16.3,NA,48.9174560216509
2072,"Frostburg State University","MD",1,476,426,902,NA,2916,2167,911,NA,4147,449,2431,5428,78,17.8,54,74.3141289437586
2073,"Goucher College","MD",2,572,539,1111,NA,1151,813,248,40,850,80,15588,15588,78,9.2,77,70.6342311033884
2076,"Hood College","MD",2,509,485,994,24,699,565,176,36,710,399,13960,13960,82,14.4,72,80.829756795422
2077,"Johns Hopkins University","MD",2,686,606,1292,30,8474,3446,911,75,3566,1569,18800,18800,96,3.3,90,40.6655652584376
2078,"Loyola College","MD",2,563,507,1070,NA,4076,3137,738,25,3010,184,12990,12990,86,14.7,80,76.9627085377821
2083,"Morgan State University","MD",1,444,427,871,NA,5892,3034,1358,20,4517,745,1794,4136,80,18.2,29,51.4935505770536
2086,"Mount Saint Mary's College","MD",2,510,460,970,NA,1321,1159,328,15,1243,79,12850,12850,77,12.8,80,87.7365632096896
2091,"Salisbury State University","MD",1,554,491,1045,22,4216,2290,736,20,4296,1027,2328,5130,73,17.9,56,54.3168880455408
2092,"St. John's College","MD",2,NA,NA,NA,NA,323,278,122,31,393,4,16150,16150,63,7.2,64,86.0681114551084
2095,"St. Mary's College of Maryland","MD",1,615,579,1194,NA,1340,695,285,42,1315,209,4000,6800,84,11.6,63,51.865671641791
2099,"Towson State University","MD",1,516,467,983,NA,6151,3837,1215,NA,9247,3584,2166,5166,76,17.6,60,62.3801007966184
2101,"United States Naval Academy","MD",1,633,538,1171,NA,11522,1463,1181,50,4125,NA,NA,NA,54,6.8,94,12.6974483596598
2103,"University of Maryland at College Park","MD",1,584,501,1085,NA,14292,10315,3409,22,19340,3991,2919,8723,89,18.1,63,72.17324377274
2105,"University of Maryland at Baltimore County","MD",1,578,505,1083,23,4269,2594,985,27,6476,2592,3338,8594,82,18.4,55,60.7636448817053
2106,"University of Maryland Eastern Shore","MD",1,380,359,739,NA,1600,1016,508,NA,2067,199,2674,7014,56,17.8,35,63.5
2107,"Villa Julie College","MD",2,484,436,920,NA,823,347,237,NA,1055,803,7400,7400,39,10.2,72,42.1628189550425
2108,"Washington College","MD",2,551,516,1067,NA,1209,942,214,31,822,46,15276,15276,79,11.2,65,77.9156327543424
2109,"Western Maryland College","MD",2,527,484,1011,NA,1205,984,278,31,1071,98,14510,14510,84,12.5,60,81.6597510373444
2033,"University of Maine at Presque Isle","ME",1,433,388,821,NA,461,381,235,10,974,503,2700,6600,67,15.2,35,82.646420824295
2036,"Bates College","ME",2,640,590,1230,NA,3461,1541,577,53,1599,NA,25180,25180,79,9.8,93,44.52470384282
2038,"Bowdoin College","ME",2,640,580,1220,NA,3356,1019,418,76,1490,8,19030,19030,93,11.2,96,30.3635280095352
2039,"Colby College","ME",2,610,560,1170,26,2848,1319,456,58,1720,35,18930,18930,83,10.2,91,46.313202247191
2040,"University of Maine at Farmington","ME",1,NA,NA,NA,NA,1208,803,438,20,1906,344,2790,6810,67,15.9,59,66.4735099337748
2041,"University of Maine at Fort Kent","ME",1,415,383,798,NA,225,168,104,5,467,174,1968,4800,65,15,38,74.6666666666667
2043,"Husson College","ME",2,435,383,818,NA,723,652,361,10,951,706,7800,7800,36,22,84,90.179806362379
2050,"University of New England","ME",2,470,430,900,NA,1209,750,265,19,820,159,11450,11450,72,11.4,64,62.0347394540943
2051,"Saint Joseph's College","ME",2,460,420,880,NA,833,682,217,12,716,2196,9985,9985,53,27.2,85,81.8727490996398
2052,"Thomas College","ME",2,460,370,830,NA,356,312,139,18,388,412,8850,8850,29,21.8,75,87.6404494382023
2053,"University of Maine at Orono","ME",1,525,464,989,NA,5260,4589,1741,23,7366,1795,3085,7975,93,14.5,56,87.2433460076046
2055,"University of Maine at Machias","ME",1,NA,NA,NA,NA,441,369,172,17,633,317,2700,6600,46,15.1,64,83.6734693877551
6858,"Unity College","ME",2,490,475,965,NA,456,409,185,NA,458,25,8750,9550,45,11.4,44,89.6929824561403
9762,"University of Southern Maine","ME",1,504,453,957,NA,2335,1933,905,10,3556,2917,2880,8160,NA,14.6,NA,82.7837259100642
2234,"Adrian College","MI",2,NA,NA,NA,22,1428,1097,336,22,1036,99,11250,11250,53,12.9,54,76.8207282913165
2235,"Albion College","MI",2,NA,NA,NA,NA,1899,1720,489,37,1594,32,13868,13868,89,13.7,73,90.5739863085835
2236,"Alma College","MI",2,NA,NA,NA,26,1267,1080,385,44,1306,28,12572,12572,79,15.3,68,85.240726124704
2238,"Andrews University","MI",2,NA,NA,NA,20,1130,704,322,14,1586,326,9996,9996,62,11.5,46,62.3008849557522
2239,"Aquinas College","MI",2,NA,NA,NA,NA,619,516,219,20,1251,767,11208,11208,55,12.7,65,83.3602584814216
2241,"Calvin College","MI",2,567,505,1072,25,1784,1512,913,29,3401,136,10230,10230,75,14.8,81,84.7533632286996
2243,"Central Michigan University","MI",1,NA,NA,NA,NA,7304,6263,2539,NA,13244,1396,2725,6660,66,20.4,70,85.7475355969332
2247,"Concordia College","MI",2,500,485,985,20,180,171,74,19,562,18,10430,10430,55,11.6,84,95
2252,"William Tyndale College","MI",2,NA,NA,NA,NA,260,195,139,NA,235,307,5519,5519,85,12.9,16,75
2259,"Eastern Michigan University","MI",1,465,431,896,21,6693,5423,2242,NA,13142,6421,2482,6360,74,20.6,49,81.0249514418049
2260,"Ferris State University","MI",1,NA,NA,NA,NA,8671,5855,3395,NA,8996,1901,3412,6911,38,18.2,57,67.523930342521
2268,"Grand Valley State University","MI",1,NA,NA,NA,23,5165,3887,1561,20,8234,2619,2422,6108,64,20.6,57,75.2565343659245
2272,"Hillsdale College","MI",2,550,520,1070,24,920,745,347,35,1133,42,11090,11090,80,12,79,80.9782608695652
2273,"Hope College","MI",2,NA,NA,NA,NA,1712,1483,624,37,2505,208,12275,12275,72,12.5,72,86.6238317757009
2275,"Kalamazoo College","MI",2,626,575,1201,27,1224,1101,338,55,1218,NA,16179,16179,75,12.4,74,89.9509803921569
2279,"Lawrence Technological University","MI",2,NA,NA,NA,22,867,695,312,28,2176,2063,6759,6759,40,15.8,45,80.161476355248
2282,"Madonna University","MI",2,NA,NA,NA,NA,440,391,231,13,1367,2662,5040,5040,54,14.7,57,88.8636363636364
2284,"Marygrove College","MI",2,NA,NA,NA,NA,NA,177,125,10,602,488,8094,8094,51,10.6,23,NA
2290,"Michigan State University","MI",1,524,461,982,23,18114,15096,6180,23,26640,4120,4103,10658,93,14,71,83.3388539251408
2292,"Michigan Technological University","MI",1,620,512,1132,26,2618,2288,1032,42,5524,414,3510,8127,82,17,65,87.3949579831933
2293,"Lake Superior State University","MI",1,NA,NA,NA,20,1406,1169,522,10,2432,592,3312,6456,47,19.9,51,83.1436699857752
2301,"Northern Michigan University","MI",1,NA,NA,NA,NA,4519,3844,1432,NA,6261,1634,2076,3880,59,22,51,85.0630670502323
2307,"Oakland University","MI",1,NA,NA,NA,23,3041,2581,1173,16,6441,3982,3123,9114,88,19.7,53,84.8733969089115
2308,"Olivet College","MI",2,NA,NA,NA,NA,620,565,296,NA,766,58,10500,10500,53,16,51,91.1290322580645
2314,"Saginaw Valley State University","MI",1,NA,NA,NA,20,1549,1349,687,NA,3598,2147,2674,5673,77,18.2,40,87.088444157521
2316,"Siena Heights College","MI",2,NA,NA,NA,21,464,419,183,10,686,287,9240,9240,29,7.2,47,90.301724137931
2318,"Spring Arbor College","MI",2,NA,NA,NA,21,372,362,181,15,1501,353,8600,8600,48,15.4,49,97.3118279569892
2323,"University of Detroit Mercy","MI",2,498,439,937,21,927,731,415,24,2149,2217,11130,11130,72,13.5,51,78.856526429342
2326,"University of Michigan at Dearborn","MI",1,NA,NA,NA,24,1796,1303,882,37,3493,3116,3440,10116,80,18,63,72.5501113585746
2327,"University of Michigan at Flint","MI",1,NA,NA,NA,NA,970,877,551,23,3105,2944,2916,9534,70,17.7,64,90.4123711340206
2329,"Wayne State University","MI",1,NA,NA,NA,21,4219,3098,1543,NA,9778,10455,3271,7162,85,10.9,41,73.4297226831003
2330,"Western Michigan University","MI",1,NA,NA,NA,23,9167,7191,2738,24,15739,4278,2785,6940,80,24.7,55,78.4444202029017
4673,"Baker College of Flint","MI",2,NA,NA,NA,NA,1754,1754,1171,NA,2805,1342,5760,5960,11,38.2,NA,100
6771,"Center for Creative Studies","MI",2,470,450,NA,21,601,396,203,1,525,323,11230,11230,8,6.8,47,65.8901830282862
8759,"Northwood University","MI",2,370,450,820,20,1093,998,285,5,1650,5180,9450,9450,33,91.8,35,91.3083257090576
9092,"University of Michigan at Ann Arbor","MI",1,634,543,1177,27,19152,12940,4893,66,22045,1339,5040,15732,90,11.5,87,67.5647451963241
2334,"Augsburg College","MN",2,580,460,1040,22,662,513,257,12,2074,726,11902,11902,65,12.8,58,77.4924471299094
2336,"Bemidji State University","MN",1,NA,NA,NA,NA,1208,877,546,12,3796,824,2133,4425,57,19.6,46,72.5993377483444
2340,"Carleton College","MN",2,NA,NA,NA,NA,2694,1579,489,75,1870,12,19292,19292,81,10.4,91,58.6117297698589
2341,"College of Saint Benedict","MN",2,526,484,1010,23,938,864,511,29,1715,103,12247,12247,70,13.1,72,92.1108742004264
2342,"College of Saint Catherine","MN",2,469,482,951,22,511,411,186,23,1692,562,12224,12224,63,11.5,77,80.4305283757339
2343,"College of St. Scholastica","MN",2,487,443,930,23,672,596,278,29,1350,275,11844,11844,54,11.6,72,88.6904761904762
2345,"University of St. Thomas","MN",2,530,464,994,23,2057,1807,828,26,4106,982,11712,11712,80,13.8,89,87.8463782207098
2346,"Concordia College-Moorhead","MN",2,541,490,910,24,2007,1808,829,30,2917,82,10110,10110,NA,13.4,69,90.0847035376183
2347,"Concordia College at St. Paul","MN",2,NA,NA,NA,NA,281,266,139,13,1049,181,10500,10500,69,12.8,45,94.661921708185
2353,"Gustavus Adolphus College","MN",2,585,520,1105,25,1709,1385,634,36,2281,50,14125,14125,79,12.5,80,81.0415447630193
2354,"Hamline University","MN",2,575,535,1110,25,1006,825,328,34,1362,102,13252,13252,89,13,65,82.0079522862823
2358,"Macalester College","MN",2,NA,NA,NA,NA,2939,1496,452,56,1723,113,15909,15909,85,11.9,77,50.901667233753
2360,"Mankato State University","MN",1,NA,NA,NA,NA,3073,2672,1547,9,9649,1792,2600,4300,57,19,68,86.9508623494956
2367,"Moorhead State University","MN",1,NA,NA,NA,22,2442,2164,1189,12,5983,1075,2134,4426,76,18.1,60,88.6158886158886
2371,"Northwestern College","MN",2,488,456,944,22,699,601,352,17,1209,33,11328,11328,45,14.5,NA,85.9799713876967
2375,"Southwest State University","MN",1,NA,NA,NA,20,1047,938,511,13,2091,546,2285,4285,58,16.5,51,89.5893027698185
2377,"Saint Cloud State University","MN",1,NA,NA,NA,NA,3971,3306,1921,10,11493,2206,2270,4259,70,18.9,58,83.2535885167464
2379,"Saint John's University","MN",2,555,465,1020,24,933,800,444,18,1691,72,12247,12247,76,12,70,85.7449088960343
2380,"Saint Mary's College of Minnesota","MN",2,NA,NA,NA,21,876,802,367,14,1263,118,10800,10800,68,18.8,78,91.5525114155251
2382,"Saint Olaf College","MN",2,580,520,1100,26,2248,1673,745,38,2888,105,14350,14350,82,10,83,74.4217081850534
2388,"University of Minnesota at Duluth","MN",1,NA,NA,NA,22,4192,3126,1656,15,5887,1254,2994,8828,79,19,53,74.5706106870229
2389,"University of Minnesota at Morris","MN",1,650,550,1200,26,1458,874,588,56,1846,154,3330,9843,74,14.6,51,59.9451303155007
2394,"Winona State University","MN",1,490,460,950,22,3325,2047,1301,20,5800,872,2200,4200,53,20.2,58,61.5639097744361
3969,"University of Minnesota Twin Cities","MN",1,568,484,1052,23,11054,6397,3524,26,16502,21836,3171,8949,88,12.2,45,57.87045413425
9058,"Bethel College","MN",2,NA,NA,NA,NA,856,698,310,NA,1617,102,11050,11050,60,12.1,68,81.5420560747664
2449,"Avila College","MO",2,450,450,900,22,373,298,86,14,651,490,8950,8950,57,10.6,54,79.8927613941019
2453,"Central Methodist College","MO",2,NA,NA,NA,NA,633,504,210,11,920,148,7780,7780,50,15.1,49,79.6208530805687
2454,"Central Missouri State University","MO",1,NA,NA,NA,21,4681,4101,1436,10,8094,1596,2310,4620,69,19.7,50,87.6094851527451
2456,"Columbia College","MO",2,NA,NA,NA,20,314,158,132,10,690,5346,8294,8294,87,15.3,37,50.3184713375796
2460,"Culver-Stockton College","MO",2,NA,NA,NA,22,1576,1110,274,24,992,112,8000,8000,51,14.1,51,70.4314720812183
2461,"Drury College","MO",2,NA,NA,NA,25,700,650,314,33,1065,48,8730,8730,82,13.2,67,92.8571428571429
2464,"Fontbonne College","MO",2,NA,NA,NA,NA,291,245,126,16,981,337,8390,8390,45,21.5,62,84.192439862543
2473,"Kansas City Art Institute","MO",2,454,465,919,23,639,427,182,NA,527,32,6572,6572,NA,9.4,58,66.8231611893584
2479,"Lincoln University","MO",1,NA,NA,NA,18,1400,1396,688,5,2019,1287,1800,3600,36,14.4,NA,99.7142857142857
2480,"Lindenwood College","MO",2,435,435,870,22,810,484,356,6,2155,191,9200,9200,65,24.1,100,59.7530864197531
2482,"Maryville University","MO",2,506,457,963,24,549,397,169,26,1343,1751,9250,9250,52,13.1,61,72.3132969034608
2488,"Missouri Southern State College","MO",1,NA,NA,NA,NA,1576,1326,913,13,3689,2200,1920,3840,52,20.3,100,84.1370558375635
2489,"Missouri Valley College","MO",2,400,400,800,18,1310,983,316,5,1057,175,8550,8550,35,17.4,27,75.0381679389313
2490,"Missouri Western State College","MO",1,NA,NA,NA,19,1887,1870,848,8,3615,1446,1998,3900,54,19,40,99.0990990990991
2495,"Northeast Missouri State University","MO",1,NA,NA,NA,26,6040,4577,1620,36,5640,266,2704,4856,69,15.7,76,75.7781456953642
2496,"Northwest Missouri State University","MO",1,NA,NA,NA,NA,2729,2535,1257,8,4787,472,2130,3735,62,21.7,54,92.8911689263467
2498,"Park College","MO",2,NA,NA,NA,NA,270,225,65,15,3440,4103,3750,3750,39,18.4,49,83.3333333333333
2499,"Rockhurst College","MO",2,NA,NA,NA,NA,935,858,345,22,1127,754,9490,9490,60,10.7,79,91.7647058823529
2500,"College of the Ozarks","MO",2,NA,NA,NA,21,3258,338,326,9,1277,195,NA,NA,53,14.3,87,10.3744628606507
2501,"Southeast Missouri State University","MO",1,NA,NA,NA,NA,2281,1870,1408,18,6553,1246,2550,4680,75,17.1,45,81.9815870232354
2502,"Southwest Baptist University","MO",2,NA,NA,NA,23,1093,1093,642,12,1770,967,7070,7070,52,15.9,71,100
2503,"Southwest Missouri State University","MO",1,NA,NA,NA,22,6118,5254,3204,15,13131,3374,2370,4740,70,19.9,56,85.8777378228179
2506,"Saint Louis University","MO",2,NA,NA,NA,NA,3294,2855,956,44,4576,1140,11690,11690,84,4.6,67,86.6727383120826
2512,"Stephens College","MO",2,474,426,900,21,450,405,194,17,614,388,13900,13900,46,10.9,59,90
2516,"University of Missouri at Columbia","MO",1,564,502,1066,25,6574,4637,2940,32,14782,1583,3030,9057,87,12.7,58,70.535442652875
2517,"University of Missouri at Rolla","MO",1,655,547,1202,27,1877,1826,823,49,3926,561,3030,9057,88,14.4,49,97.2828982418753
2518,"University of Missouri at Kansas City","MO",1,NA,NA,NA,24,1901,1340,655,33,3416,1984,3475,9501,98,11.6,44,70.4892162019989
2519,"University of Missouri at Saint Louis","MO",1,NA,NA,NA,NA,1618,1141,479,18,4793,4552,2424,7246,71,13.4,48,70.5191594561187
2520,"Washington University","MO",2,NA,NA,NA,NA,7654,5259,1254,62,4879,1274,18350,18350,91,3.9,90,68.7091716749412
2521,"Webster University","MO",2,494,511,1005,23,665,462,226,17,1739,1550,9160,9160,68,20.6,48,69.4736842105263
2523,"Westminster College","MO",2,520,480,1000,24,662,553,184,20,665,37,10720,10720,66,12.5,62,83.5347432024169
2524,"William Jewell College","MO",2,550,510,1060,24,663,547,315,32,1279,75,10060,10060,74,11.2,59,82.5037707390648
2525,"William Woods University","MO",2,482,459,941,21,469,435,227,17,851,120,10535,10535,39,12.9,52,92.7505330490405
7540,"Missouri Baptist College","MO",2,NA,NA,NA,20,308,NA,110,5,606,1142,5780,5780,52,17.9,32,NA
9089,"Hannibal-LaGrange College","MO",2,NA,NA,NA,20,233,201,169,10,493,382,6050,6050,38,11.9,NA,86.2660944206009
2396,"Alcorn State University","MS",1,NA,NA,NA,18,2928,1853,481,NA,2326,235,4474,6616,45,14.1,35,63.2855191256831
2397,"Belhaven College","MS",2,455,467,922,23,248,197,121,24,736,347,7600,7600,60,15.8,NA,79.4354838709677
2398,"Blue Mountain College","MS",2,NA,NA,NA,19,75,75,47,NA,263,127,3660,3660,33,11.3,66,100
2403,"Delta State University","MS",1,NA,NA,NA,NA,967,945,459,15,2806,538,1812,4528,49,17.1,58,97.7249224405377
2410,"Jackson State University","MS",1,NA,NA,NA,NA,4799,3278,1561,NA,4786,669,2230,4190,60,15.4,41,68.3058970618879
2414,"Millsaps College","MS",2,570,550,1120,26,905,834,319,32,1073,179,11320,11320,82,12.7,58,92.1546961325967
2415,"Mississippi College","MS",2,NA,NA,NA,23,594,385,307,36,1695,721,5580,5580,77,16.5,61,64.8148148148148
2422,"Mississippi University for Women","MS",1,NA,NA,NA,23,480,405,380,19,1673,1014,2244,4386,49,15.8,63,84.375
2423,"Mississippi State University","MS",1,NA,NA,NA,23,4255,3277,1609,18,10094,1621,4946,9866,77,15.9,53,77.0152761457109
2424,"Mississippi Valley State University","MS",1,NA,NA,NA,16,2800,1090,580,10,2124,199,2164,4306,43,18.6,56,38.9285714285714
2433,"Rust College","MS",2,NA,NA,NA,16,1328,673,282,25,1006,174,4000,4000,44,19.6,49,50.6777108433735
2439,"Tougaloo College","MS",2,NA,NA,NA,NA,3280,578,311,18,1120,33,5010,5010,53,14.5,53,17.6219512195122
2440,"University of Mississippi","MS",1,NA,NA,NA,NA,3844,3383,1669,26,7524,804,1996,4916,81,20.3,53,88.0072840790843
2441,"University of Southern Mississippi","MS",1,531,449,980,22,2850,2044,1046,20,9260,1387,2392,4652,78,18.7,45,71.719298245614
2447,"William Carey College","MS",2,NA,NA,NA,20,200,165,121,NA,1538,419,5115,5115,36,13.6,19,82.5
2526,"Carroll College","MT",2,450,500,950,23,529,492,261,29,1093,322,8650,8650,49,14.1,58,93.0056710775047
2527,"College of Great Falls","MT",2,NA,NA,NA,NA,394,394,268,NA,700,537,5100,5100,50,11.8,NA,100
2530,"Montana State University-Billings","MT",1,NA,NA,NA,NA,931,912,596,7,2482,868,2142,5866,70,18.5,40,97.9591836734694
2531,"Montana College of Mineral Sci. & Tech.","MT",1,575,481,1056,22,572,544,320,45,1470,416,2013,6073,71,16.4,74,95.1048951048951
2532,"Montana State University","MT",1,520,440,960,23,3500,2836,1779,15,8730,993,1576,5552,75,17.6,37,81.0285714285714
2533,"Montana State University - Northern","MT",1,NA,NA,NA,NA,840,840,611,8,1169,403,3542,5879,20,10.6,NA,100
2534,"Rocky Mountain College","MT",2,444,426,870,21,560,392,270,11,743,118,8734,8734,56,11.3,68,70
2536,"University of Montana","MT",1,489,457,946,22,3314,2809,1563,NA,7754,1388,2251,6311,75,21.7,30,84.7616173808087
2537,"Western Montana College","MT",1,NA,NA,NA,19,376,256,256,NA,816,1070,1935,5658,50,16.4,59,68.0851063829787
2905,"North Carolina A. & T. State University","NC",1,441,384,825,NA,4809,3089,1429,12,6162,871,740,6806,72,16.7,44,64.2337284258682
2906,"Appalachian State University","NC",1,519,471,990,22,7313,4664,1910,20,9940,1035,740,6806,83,18.3,70,63.776835771913
2907,"University of North Carolina at Asheville","NC",1,550,504,1054,24,1757,979,394,32,2033,1078,608,5972,77,13,37,55.7199772339215
2908,"Barton College","NC",2,444,396,840,NA,771,643,229,14,1135,505,7420,7420,55,13.7,67,83.3981841763943
